show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5190,Movie,Pettersson and Findus 2,Ali Samadi Ahadi,"Stefan Kurt, Marianne Sägebrecht, Max Herbrechter",Germany,"November 1, 2017",2016,TV-G,82 min,"Children & Family Movies, Comedies","Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating."
s5222,TV Show,West Coast Customs,,"Ryan Friedlinghaus, Hunter Clancey",United States,"October 15, 2017",2015,TV-G,6 Seasons,"Docuseries, Reality TV","West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet."
s5312,Movie,The Guardian Brothers,Gary Wang,"Edward Norton, Dan Fogler, Mike Birbiglia, Bella Thorne, Randall Park, Mel Brooks, Nicole Kidman, Meryl Streep",China,"September 1, 2017",2016,TV-G,86 min,"Children & Family Movies, Comedies","When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them."
s5682,Movie,Mariah Carey's Merriest Christmas,James Yukich,"Mariah Carey, Lacey Chabert, Kelsey Grammer, Billy Gardell, Fina Strazza, Kenneth Edmonds, Cameron Mathison, Brennan Elliott",United States,"December 9, 2016",2015,TV-G,38 min,"Children & Family Movies, Music & Musicals","Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas."""
s5693,TV Show,Lost & Found Music Studios,,"Victoria Baldesarra, Sarah Carmosino, Jordan Clark, DeShaun Clarke, Keara Graves, Katrina Hachey, Shane Harte, Ali Milner, Levi Randall, Brittany Raymond, Trevor Tordjman, Michael Torontow, Alex Zaichkowski, Matthew Bacik, Alyssa Baker, Ella Jonas Farlinger, Ian Matthews, Rakim Kelly, Bailey Pelkman, Olivia Solo",Canada,"December 3, 2016",2016,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Dramas","Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession."
s5824,TV Show,Edge of the Universe,,,United Kingdom,"August 1, 2016",2008,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos."
s5924,TV Show,Goosebumps,,R.L. Stine,Canada,"November 19, 2014",1998,TV-G,5 Seasons,"Kids' TV, TV Thrillers",R.L. Stine's tales take on a life of their own in a series that combines original stories with adaptations drawn from the popular books.
s5937,Movie,Shrek the Musical,Jason Moore,"Brian d'Arcy James, Daniel Breaker, Sutton Foster, Christopher Sieber, John Tartaglia, Rozi Baker, Ryan Duncan, Leah Greenhaus, Chris Hoch, Marissa O'Donnell, Denny Paschall",United States,"December 29, 2013",2013,TV-G,130 min,"Children & Family Movies, Comedies, Music & Musicals","The greatest fairy tale never told comes to life in this colorful, song-filled, Tony Award-winning Broadway production based on the hit movie."
s6042,Movie,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,"November 4, 2019",2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
s6119,Movie,All Hallows' Eve,Charlie Vaughn,"Lexi Giovagnoli, Ashley Argota, John DeLuca, Diane Salinger, Martin Klebba, Tracey Gold, Dee Wallace, Pilot Paisley-Rose, Daniel Cooksley, Vincent Giovagnoli, Dillon Cavitt",United States,"August 1, 2017",2016,TV-G,92 min,"Children & Family Movies, Independent Movies","Instead of summoning the spirit of her dearly departed mother, a charming teen accidentally awakens a vengeful witch who wants to destroy her town."
s6125,Movie,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo",United States,"October 1, 2019",2013,TV-G,45 min,Children & Family Movies,"In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation."
s6128,Movie,AlphaGo,Greg Kohs,,United States,"January 1, 2018",2017,TV-G,90 min,Documentaries,"Seemingly simple but deceptively complex, the game of ""Go"" serves as the backdrop for this battle between artificial intelligence and man."
s6260,Movie,Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl",,Germany,"March 1, 2017",2013,TV-G,52 min,"Documentaries, International Movies","Whoever came up with the term ""bird brain"" never met these feathered thinkers, who use their claws and beaks to solve puzzles, make tools and more."
s6262,Movie,Beary Tales,,,United States,"March 1, 2017",2013,TV-G,52 min,"Children & Family Movies, Documentaries, International Movies",A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.
s6285,Movie,Benji's Very Own Christmas Story,Joe Camp,"Ron Moody, Patsy Garrett, Cynthia Smith",United States,"October 3, 2018",1978,TV-G,25 min,Children & Family Movies,"While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas."
s6302,TV Show,Big Bad Beetleborgs,,"Wesley Barker, Herbie Baez, Elisabeth Lund, Shannon Chandler, Billy Forester, Frank Addela, Kyle Jordan, Dave 'Foots' Footman, Derek Stephen Prince, Vivian Smallwood","United States, France, Japan","January 1, 2016",1997,TV-G,2 Seasons,"Kids' TV, TV Comedies","When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures."
s6305,TV Show,"Big Dreams, Small Spaces",,Monty Don,United Kingdom," July 26, 2019",2017,TV-G,3 Seasons,"British TV Shows, International TV Shows, Reality TV",Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.
s6342,TV Show,Blue Planet II,,David Attenborough,United Kingdom,"December 3, 2018",2017,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there."
s6348,TV Show,Bob Ross: Beauty Is Everywhere,,Bob Ross,,"June 1, 2016",1991,TV-G,1 Season,TV Shows,"""The Joy of Painting"" host Bob Ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature."
s6349,Movie,Bob's Broken Sleigh,Jay Surridge,"Cole Howard, Bruce Greenwood, Victor Garber, Michael Adamthwaite, Raini Rodriguez, Colin Murdock, Maryke Hendrikse, Sam Vincent, Gabe Khouth",Canada,"December 17, 2015",2015,TV-G,47 min,Children & Family Movies,"An overly eager elf improves Santa's sleigh, but when he crash lands far from home, three odd critters pitch in to send him back to the North Pole."
s6369,TV Show,Brain Games,,Jason Silva,United States," March 15, 2019",2016,TV-G,3 Seasons,"Docuseries, Science & Nature TV","This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us."
s6388,Movie,Bugs,Andreas Johnsen,,"Netherlands, Denmark, France, Germany","February 20, 2018",2016,TV-G,73 min,"Documentaries, International Movies",A willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source.
s6411,Movie,Camp Cool Kids,Lisa Arnold,"Connor Rosen, Logan Shroyer, Michael Gross, Markie Post, Leigh-Allyn Baker, Juliocesar Chavez, Tyree Brown",United States,"January 1, 2018",2017,TV-G,104 min,"Children & Family Movies, Comedies, Dramas","A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life."
s6443,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,"Germany, Sri Lanka","March 1, 2017",2010,TV-G,87 min,"Documentaries, International Movies",A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.
s6470,TV Show,Chill with Bob Ross,,Bob Ross,,"December 1, 2016",1994,TV-G,1 Season,TV Shows,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.
s6480,Movie,Christmas in the Smokies,Gary Wheeler,"Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice",United States,"March 1, 2019",2015,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies","In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town."
s6540,Movie,Covered: Alive in Asia,"Micah Bickham, Galley Molina",Israel Houghton,United States,"March 31, 2016",2016,TV-G,75 min,"Documentaries, Faith & Spirituality, Music & Musicals","Christian musician Israel Houghton leads his band Israel & New Breed on a tour supporting their newest album of multicultural, hybrid-genre songs."
s6614,TV Show,Dino Hunt,,,Canada,"August 4, 2017",2016,TV-G,1 Season,"Docuseries, Science & Nature TV","Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species."
s6648,Movie,Dream Big: Engineering Our World,Greg MacGillivray,Jeff Bridges,United States,"July 1, 2018",2017,TV-G,42 min,Documentaries,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe."
s6682,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,,United Kingdom,"May 22, 2017",2016,TV-G,90 min,Documentaries,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.
s6733,TV Show,Fake or Fortune?,,"Fiona Bruce, Philip Mould, Bendor Grosvenor",United Kingdom,"July 26, 2019",2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.
s6767,TV Show,Fix It and Finish It,,Antonio Sabato Jr.,United States," July 20, 2018",2014,TV-G,3 Seasons,Reality TV,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day."
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,"Guy Martin, Kevin Stone, Shaun Dooley",United Kingdom,"July 26, 2019",2015,TV-G,57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.
s6919,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,Hans Zimmer,United Kingdom,"March 1, 2018",2017,TV-G,138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
s6932,Movie,Harriet the Spy: Blog Wars,Ron Oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan","United States, Canada","April 15, 2018",2010,TV-G,87 min,"Children & Family Movies, Comedies",Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
s7023,Movie,Hum Saath-Saath Hain,Sooraj R. Barjatya,"Salman Khan, Karisma Kapoor, Saif Ali Khan, Tabu, Sonali Bendre, Mohnish Bahl, Mahesh Thakur, Neelam, Alok Nath, Satish Shah",India,"January 1, 2018",1999,TV-G,176 min,"Dramas, International Movies, Music & Musicals","A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
s7121,TV Show,Japanese Style Originator,,"Takeo Chii, Hisako Manda, Takahiro Azuma, Kazuya Masuda",Japan,"May 1, 2017",2008,TV-G,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today."
s7124,TV Show,Jeopardy!,,Alex Trebek,United States,"December 18, 2020",2019,TV-G,2 Seasons,Reality TV,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more."
s7222,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,Demetri Goritsas,United Kingdom,"March 1, 2017",2016,TV-G,56 min,Documentaries,"Witness the incredible, decades-long friendship between Koko the gorilla and Penny Patterson, who taught Koko to communicate via sign language."
s7288,TV Show,Lego Friends,,"Elisa Schnebelie, Raquel Christiana, Lucia Vecchio, Karen Strassman, Michelle Ruff, Sam Riegel",," February 1, 2019",2017,TV-G,3 Seasons,Kids' TV,"As a way to make friends, new girl in town Olivia volunteers to work at the Heartlake City World Petacular with four other girls."
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Bjarke Ingels,,"June 15, 2018",2018,TV-G,48 min,"Documentaries, International Movies","In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages."
s7301,TV Show,Life on Location,,David Attenborough,United States,"April 22, 2015",2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program."
s7322,TV Show,Liv and Maddie,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,"April 23, 2017",2017,TV-G,4 Seasons,"Kids' TV, TV Comedies","After four years in Hollywood as a television star, Liv returns to Wisconsin to discover that either she – or her family – has changed."
s7354,TV Show,Love Your Garden,,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,"July 26, 2019",2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.
s7436,TV Show,Mega Food,,,United Kingdom,"July 12, 2019",2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen."
s7458,TV Show,Mini Wolf,,,France," September 16, 2018",2014,TV-G,2 Seasons,Kids' TV,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.
s7501,Movie,"Monster High: Scaris, City of Frights","Dustin McKenzie, Andrew Duncan, Audu Paden","Laura Bailey, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Celeste Henderson, Kate Higgins, Jonathan Lipow, Julie Maddalena, Dustin McKenzie, Audu Paden",United States,"July 7, 2015",2013,TV-G,60 min,Children & Family Movies,"When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true."
s7505,TV Show,Monty Don's French Gardens,Rachel Bell,,United Kingdom,"July 26, 2019",2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs."
s7506,TV Show,Monty Don's Italian Gardens,,Monty Don,United Kingdom,"July 26, 2019",2011,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens."
s7522,TV Show,Mr. Young,,"Brendan Meyer, Matreya Fedor, Gig Morton, Kurt Ostlund, Emily Tennant, Milo Shandel",Canada," April 16, 2019",2013,TV-G,2 Seasons,"Kids' TV, TV Comedies","After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!"
s7564,Movie,National Parks Adventure,Greg MacGillivray,Robert Redford,United States,"February 1, 2018",2016,TV-G,42 min,Documentaries,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
s7570,TV Show,NATURE: Natural Born Hustlers,,Kevin Draine,United States,"March 1, 2017",2016,TV-G,1 Season,"Docuseries, Science & Nature TV","Sometimes being shady is the only way to survive, a fact these sneaky animal ""hustlers"" – including orcas, owls and otters – use to their advantage."
s7571,Movie,Nature: Raising the Dinosaur Giant,,David Attenborough,United States,"March 1, 2017",2016,TV-G,53 min,Documentaries,Sir David Attenborough examines a recently discovered collection of dinosaur fossils. CGI and 3-D scans reveal what the beast may have looked like.
s7590,TV Show,Ninja Turtles: The Next Mutation,,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong","Canada, United States","January 1, 2016",1997,TV-G,1 Season,"Kids' TV, TV Comedies",Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.
s7600,Movie,NOVA: Bird Brain,,Craig Sechler,United States,"July 1, 2019",2017,TV-G,53 min,"Children & Family Movies, Documentaries",Scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle-solving crows to parrots with a sense of time.
s7601,Movie,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,Janna Levin,United States,"July 1, 2019",2018,TV-G,113 min,Documentaries,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race."
s7605,Movie,NOVA: Death Dive to Saturn,Terri Randall,Craig Sechler,United States,"July 1, 2019",2017,TV-G,54 min,Documentaries,"After decades of amazing discoveries, spacecraft Cassini embarks on its final – and most daring – mission: a dive below Saturn’s rings."
s7607,Movie,NOVA: Eclipse Over America,Martin Gorst,,United States,"July 1, 2019",2017,TV-G,53 min,Documentaries,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms."
s7615,Movie,NOVA: Prediction by the Numbers,Daniel McCabe,Jay O. Sanders,United States,"July 1, 2019",2018,TV-G,53 min,Documentaries,"With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability."
s7619,Movie,Nova: Ultimate Mars Challenge,Gail Willumsen,Lance Lewman,United States,"July 1, 2019",2012,TV-G,53 min,Movies,"With access to the scientists and engineers responsible for the Curiosity rover's on-the-ground experiments, NOVA captures its landing on Mars."
s7663,Movie,One Heart: The A.R. Rahman Concert Film,,A.R. Rahman,India,"November 1, 2017",2017,TV-G,87 min,"Documentaries, International Movies, Music & Musicals","In this concert film, Indian musical maestro A.R. Rahman performs 15 of his most popular songs and reveals himself through interviews and clips."
s7748,TV Show,Planet Earth II,,David Attenborough,United Kingdom,"December 25, 2017",2016,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."
s7935,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland","December 20, 2015",2010,TV-G,72 min,Children & Family Movies,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus."
s7949,TV Show,Save Our Shelter,,"Rocky Kanaka, Rob North",United States,"August 18, 2018",2015,TV-G,1 Season,Reality TV,"Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets."
s8017,Movie,Siddhant,Vivek Wagh,"Vikram Gokhale, Swati Chitnis, Kishore Kadam, Ganesh Yadav, Sarang Sathaye, Archit Deodhar, Madhavi Soman, Neha Mahajan",India,"October 30, 2018",2014,TV-G,105 min,"Dramas, Independent Movies, International Movies",A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
s8035,Movie,Skydancers,Fredric Lean,,"United States, France","June 27, 2018",2014,TV-G,49 min,"Documentaries, Sports Movies",Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.
s8136,Movie,Sustainable,Matt Wechsler,,United States,"March 1, 2017",2016,TV-G,92 min,Documentaries,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future."
s8190,TV Show,The Andy Griffith Show,,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers",United States," July 1, 2017",1967,TV-G,8 Seasons,"Classic & Cult TV, TV Comedies","Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters."
s8215,TV Show,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,David Attenborough,United Kingdom,"October 10, 2015",2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities."
s8322,TV Show,The Golden Years with Javed Akhtar,,,India,"June 1, 2017",2016,TV-G,1 Season,"Docuseries, International TV Shows","Writer, poet and lyricist Javed Akhtar hosts this musical trip down memory lane, revealing untold stories behind India's best songs of 1950-75."
s8360,Movie,The Incredible Story of the Giant Pear,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick","Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",Denmark,"March 1, 2019",2018,TV-G,75 min,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island."
s8424,TV Show,The Minimighty Kids,,,France," April 15, 2018",2012,TV-G,2 Seasons,"Kids' TV, TV Comedies","Some have big feet or a sniffly nose, others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers."
s8501,Movie,The Search for Life in Space,Stephen Amezdroz,,United States,"April 1, 2018",2016,TV-G,32 min,Documentaries,"To determine whether we're alone in the universe, astrobiologists look to Jupiter, Mars and, closer to home, extreme environments on Earth."
s8531,Movie,The Tigers of Scotland,Leanne Gater,Iain Glen,United Kingdom,"November 1, 2018",2017,TV-G,58 min,Documentaries,"This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction."
s8620,Movie,Treasures from the Wreck of the Unbelievable,Sam Hobkinson,,United Kingdom,"January 1, 2018",2017,TV-G,82 min,"Documentaries, Dramas, International Movies",This cinematic journey into the waters off East Africa chronicles the story behind artist Damien Hirst's massive exhibition of oceanic treasures.
s8670,TV Show,V.R. Troopers,,"Michael Sorich, Gardner Baldwin, Mike Reynolds, Richard Rabago, Brad Hawkins, Michael Bacon, Kerrigan Mahan, Sarah Brown, Julian Combs, David Carr, Farrand Thompson, Zeb, Aaron Pruner",United States,"January 1, 2016",1995,TV-G,2 Seasons,Kids' TV,Three friends who study martial arts find themselves defending humanity from a criminal mastermind and his invading army from another dimension.
s8703,Movie,Waterschool,Tiffanie Hsu,,"United States, Brazil, India, Uganda, China","July 25, 2018",2018,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives."
s8748,TV Show,Winsanity,,Donald Faison,United States,"December 15, 2018",2016,TV-G,1 Season,Reality TV,Actor Donald Faison hosts this game show in which contestants must arrange numerical-based trivia tidbits from largest to smallest for various prizes.
s8787,Movie,You Can Tutu,James Brown,"Lily O'Regan, Jeannettsy Enriquez Borges, Joeley Gibson, Zahra Hassan Malik, Cleo Badcock, Stuart Manning, Ali Bastian, Amanda Holt",United Kingdom,"December 31, 2017",2017,TV-G,87 min,Children & Family Movies,A gifted young ballet dancer struggles to find her footing in an uptight ballet school that brings her and her family to a brand-new neighborhood.
